Date,Time,InstrumentId,InstrumentName,Side,SideName,Quantity,Price,OrderId,AccountId,MarketId,TransactTime,TimeStamp,ExecId,OrderStatus,Exchange,Contract,Originator,CurrentUser
2025-06-27,16:13:09.813,1375333834396392980,Unknown_1375333834396392980,1,BUY,10.0,111.875,654a3b6e-ce05-4138-8793-732f04db44e4,1334000,7,1751055189813003225,1751055189813003225,,3,CME,ZN Sep25,,Eric
2025-06-30,10:20:40.340,1375333834396392980,Unknown_1375333834396392980,1,BUY,10.0,111.84375,e4ce12da-9930-4975-8688-5f29f52dd0e8,1334000,7,1751293240340898990,1751293240340898990,,3,CME,ZN Sep25,,Eric
2025-06-30,10:27:35.526,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.890625,0cc5196e-6f9a-4fdb-84fa-c56f1389fbae,1334000,7,1751293655526552221,1751293655526552221,,3,CME,ZN Sep25,,Eric
2025-06-30,10:27:42.926,1375333834396392980,Unknown_1375333834396392980,1,BUY,5.0,111.890625,4090e33f-1ee6-49cf-97a0-d942ea2ebcc0,1334000,7,1751293662926795940,1751293662926795940,,3,CME,ZN Sep25,,Eric
2025-06-30,10:29:16.298,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.859375,92deb39b-678c-4411-b606-a201740489eb,1334000,7,1751293756298709137,1751293756298709137,,3,CME,ZN Sep25,,Eric
2025-07-01,10:40:41.767,1375333834396392980,Unknown_1375333834396392980,1,BUY,45.0,111.828125,adee326d-1a67-47d5-ad12-6bd2ea771244,1334000,7,1751380841767984818,1751380841767984818,,3,CME,ZN Sep25,,Eric
2025-07-01,10:41:37.774,1375333834396392980,Unknown_1375333834396392980,1,BUY,34.0,111.828125,ec3149cd-7ee8-4870-a68c-86b5188a3c34,1334000,7,1751380897774094359,1751380897774094359,,2,CME,ZN Sep25,,Eric
2025-07-01,10:41:37.774,1375333834396392980,Unknown_1375333834396392980,1,BUY,16.0,111.828125,ec3149cd-7ee8-4870-a68c-86b5188a3c34,1334000,7,1751380897774264751,1751380897774264751,,3,CME,ZN Sep25,,Eric
2025-07-01,11:06:29.178,1375333834396392980,Unknown_1375333834396392980,1,BUY,5.0,111.8125,2b36e0b9-a9ec-4480-8730-283fd0eea241,1334000,7,1751382389178715063,1751382389178715063,,3,CME,ZN Sep25,,Eric
2025-07-01,11:06:47.407,1375333834396392980,Unknown_1375333834396392980,2,SELL,5.0,111.796875,b26607c7-c2a7-4788-882d-045b713dba3c,1334000,7,1751382407407972661,1751382407407972661,,3,CME,ZN Sep25,,Eric
2025-07-01,11:07:21.655,1375333834396392980,Unknown_1375333834396392980,2,SELL,5.0,111.796875,cd175bb5-8d32-4955-bf2c-f35be28e20e0,1334000,7,1751382441655781151,1751382441655781151,,3,CME,ZN Sep25,,Eric
2025-07-01,11:07:32.834,1375333834396392980,Unknown_1375333834396392980,2,SELL,20.0,111.796875,bdefe6f6-9ed7-4333-978c-5cf6a0dd7521,1334000,7,1751382452834804530,1751382452834804530,,3,CME,ZN Sep25,,Eric
2025-07-01,11:09:15.992,1375333834396392980,Unknown_1375333834396392980,1,BUY,5.0,111.828125,66059b0f-fe48-45ac-8107-86a19593799b,1334000,7,1751382555992072229,1751382555992072229,,3,CME,ZN Sep25,,Eric
2025-07-01,11:38:12.084,1375333834396392980,Unknown_1375333834396392980,1,BUY,5.0,111.78125,62a17e29-aead-4dea-9186-1d34869ceb4f,1334000,7,1751384292084309621,1751384292084309621,,3,CME,ZN Sep25,,Eric
2025-07-01,11:44:35.063,1375333834396392980,Unknown_1375333834396392980,1,BUY,10.0,111.75,22dc8148-cf40-4901-b9d5-9cb5dc670aab,1334000,7,1751384675063325404,1751384675063325404,,3,CME,ZN Sep25,,Eric
2025-07-01,11:46:26.705,1375333834396392980,Unknown_1375333834396392980,1,BUY,10.0,111.734375,3ed9ae65-dffe-46e6-a3b3-779e7b3f6909,1334000,7,1751384786705210244,1751384786705210244,,3,CME,ZN Sep25,,Eric
2025-07-01,11:46:26.705,1375333834396392980,Unknown_1375333834396392980,1,BUY,10.0,111.734375,8def69ef-0ba6-4533-8422-f8d6d21899a3,1334000,7,1751384786705421859,1751384786705421859,,3,CME,ZN Sep25,,Eric
2025-07-01,11:46:26.705,1375333834396392980,Unknown_1375333834396392980,1,BUY,10.0,111.734375,13afce9e-ae7e-4dce-919e-4db31c01e57b,1334000,7,1751384786705593983,1751384786705593983,,3,CME,ZN Sep25,,Eric
2025-07-01,11:49:02.012,1375333834396392980,Unknown_1375333834396392980,1,BUY,6.0,111.734375,045f6891-006c-4ed6-b35a-fae8befd89e8,1334000,7,1751384942012048018,1751384942012048018,,2,CME,ZN Sep25,,Eric
2025-07-01,11:49:02.012,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.734375,045f6891-006c-4ed6-b35a-fae8befd89e8,1334000,7,1751384942012257235,1751384942012257235,,2,CME,ZN Sep25,,Eric
2025-07-01,11:49:02.020,1375333834396392980,Unknown_1375333834396392980,1,BUY,3.0,111.734375,045f6891-006c-4ed6-b35a-fae8befd89e8,1334000,7,1751384942020851421,1751384942020851421,,3,CME,ZN Sep25,,Eric
2025-07-01,20:18:52.574,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.890625,11a64b1d-76e2-4ed2-b5c2-33f7234954d4,1334000,7,1751415532574599004,1751415532574599004,,3,CME,ZN Sep25,,Eric
2025-07-01,22:16:14.646,1375333834396392980,Unknown_1375333834396392980,1,BUY,10.0,111.875,fb14a2cf-9d5b-46b7-979a-e76e38024b0d,1334000,7,1751422574646083501,1751422574646083501,,3,CME,ZN Sep25,,Eric
2025-07-01,22:37:12.035,1375333834396392980,Unknown_1375333834396392980,1,BUY,186.0,111.875,4388d9c1-3b3b-4401-a618-bbfbe86a333a,1334000,7,1751423832035660924,1751423832035660924,,3,CME,ZN Sep25,,Eric
2025-07-02,02:14:40.578,1375333834396392980,Unknown_1375333834396392980,1,BUY,20.0,111.828125,11f024a6-aee3-4f55-932a-d2dd58f5a45e,1334000,7,1751436880578627013,1751436880578627013,,3,CME,ZN Sep25,,Eric
2025-07-02,02:52:07.607,1375333834396392980,Unknown_1375333834396392980,1,BUY,40.0,111.78125,304eea3b-32e2-4cb2-be1e-5e9ee8050c2c,1334000,7,1751439127607794338,1751439127607794338,,3,CME,ZN Sep25,,Eric
2025-07-02,03:00:10.627,1375333834396392980,Unknown_1375333834396392980,1,BUY,80.0,111.734375,51f1fe8e-fa9f-4f4e-a081-d7bcd4eb9a7a,1334000,7,1751439610627337872,1751439610627337872,,3,CME,ZN Sep25,,Eric
2025-07-02,04:30:51.250,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.65625,d170eb8c-8ae5-4bf6-875c-2d5e6c66d4c5,1334000,7,1751445051250555673,1751445051250555673,,3,CME,ZN Sep25,,Eric
2025-07-02,08:00:41.750,1375333834396392980,Unknown_1375333834396392980,2,SELL,149.0,111.578125,1298c99e-df1b-4f44-b97b-e0bee8ae8d00,1334000,7,1751457641750057603,1751457641750057603,,3,CME,ZN Sep25,,Eric
2025-07-02,13:14:17.369,1375333834396392980,Unknown_1375333834396392980,1,BUY,362.0,111.5625,80ae925e-3032-4656-890e-a6d19c3020c8,1334000,7,1751476457369336652,1751476457369336652,,3,CME,ZN Sep25,,Eric
2025-07-02,13:16:04.982,1375333834396392980,Unknown_1375333834396392980,1,BUY,724.0,111.5625,329c5375-1584-445c-9d32-012d864bb451,1334000,7,1751476564982323061,1751476564982323061,,3,CME,ZN Sep25,,Eric
2025-07-02,13:18:50.169,1375333834396392980,Unknown_1375333834396392980,1,BUY,17.0,111.578125,d51b80db-ddc2-4b44-8dca-a5b96c16bc89,1334000,7,1751476730169147184,1751476730169147184,,3,CME,ZN Sep25,,Eric
2025-07-02,13:19:23.022,1375333834396392980,Unknown_1375333834396392980,1,BUY,14.0,111.578125,6de77fc7-22ad-4811-9e5b-f23bf24f0e0d,1334000,7,1751476763022773509,1751476763022773509,,3,CME,ZN Sep25,,Eric
2025-07-02,18:00:45.823,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.71875,85932d09-cc3b-4390-989d-cde9f28803b0,1334000,7,1751493645823045259,1751493645823045259,,3,CME,ZN Sep25,,Eric
2025-07-02,18:02:06.227,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.734375,ace676b6-bb7c-4c74-91cc-b5c0179ae0d2,1334000,7,1751493726227637454,1751493726227637454,,3,CME,ZN Sep25,,Eric
2025-07-02,19:27:47.181,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.71875,b03c364f-ac84-481d-88db-0334c38d1dee,1334000,7,1751498867181024114,1751498867181024114,,3,CME,ZN Sep25,,Eric
2025-07-02,19:27:51.236,1375333834396392980,Unknown_1375333834396392980,2,SELL,2.0,111.71875,3f579a33-0a60-4d5a-b7fb-62f5cb0c3916,1334000,7,1751498871236850173,1751498871236850173,,3,CME,ZN Sep25,,Eric
2025-07-02,19:27:54.229,1375333834396392980,Unknown_1375333834396392980,2,SELL,3.0,111.71875,d11e6a7e-3d7d-441b-9a2d-792fe77dc092,1334000,7,1751498874229514183,1751498874229514183,,3,CME,ZN Sep25,,Eric
2025-07-02,19:33:32.207,1375333834396392980,Unknown_1375333834396392980,2,SELL,2.0,111.71875,b75ff393-b830-4f29-822e-fb8a7064e009,1334000,7,1751499212207588133,1751499212207588133,,3,CME,ZN Sep25,,Eric
2025-07-02,19:52:54.368,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.71875,d3a3ee02-3d76-41ef-9f22-735a5d0fb7d8,1334000,7,1751500374368529611,1751500374368529611,,3,CME,ZN Sep25,,Eric
2025-07-02,20:08:12.756,1375333834396392980,Unknown_1375333834396392980,2,SELL,5.0,111.765625,c0a23af6-873a-4104-b009-e563347830e8,1334000,7,1751501292756213195,1751501292756213195,,3,CME,ZN Sep25,,Eric
2025-07-02,21:05:44.860,1375333834396392980,Unknown_1375333834396392980,2,SELL,1027.0,111.765625,c1544b40-39a1-4f94-a7e7-20b96fdffaec,1334000,7,1751504744860648072,1751504744860648072,,2,CME,ZN Sep25,,Eric
2025-07-02,21:05:44.860,1375333834396392980,Unknown_1375333834396392980,2,SELL,440.0,111.75,c1544b40-39a1-4f94-a7e7-20b96fdffaec,1334000,7,1751504744860726985,1751504744860726985,,3,CME,ZN Sep25,,Eric
2025-07-02,21:06:12.126,1375333834396392980,Unknown_1375333834396392980,2,SELL,13.0,111.765625,ae9ecfb0-aa7a-4080-8fe3-7049e723b271,1334000,7,1751504772126561498,1751504772126561498,,2,CME,ZN Sep25,,Eric
2025-07-02,21:06:12.126,1375333834396392980,Unknown_1375333834396392980,2,SELL,987.0,111.75,ae9ecfb0-aa7a-4080-8fe3-7049e723b271,1334000,7,1751504772126645568,1751504772126645568,,3,CME,ZN Sep25,,Eric
2025-07-03,12:29:09.540,1375333834396392980,Unknown_1375333834396392980,2,SELL,20.0,111.25,b44cb343-844b-4b6b-a734-bd093cbc8278,1334000,7,1751560149540518876,1751560149540518876,,3,CME,ZN Sep25,,Eric
2025-07-03,12:37:10.487,1375333834396392980,Unknown_1375333834396392980,2,SELL,2.0,111.234375,91649894-23bc-4d61-96e3-300033ef6241,1334000,7,1751560630487928717,1751560630487928717,,3,CME,ZN Sep25,,Eric
2025-07-03,13:24:16.317,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.171875,dc5f9265-82e1-4751-9e62-a9ce023afd68,1334000,7,1751563456317080285,1751563456317080285,,3,CME,ZN Sep25,,Eric
2025-07-03,14:07:50.191,1375333834396392980,Unknown_1375333834396392980,2,SELL,3.0,111.1875,ef12f541-d028-4939-b638-c0bab6c2abca,1334000,7,1751566070191050596,1751566070191050596,,3,CME,ZN Sep25,,Eric
2025-07-03,14:10:46.350,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.203125,2d1171d9-dd9a-475b-ac47-c719ef37476d,1334000,7,1751566246350340585,1751566246350340585,,3,CME,ZN Sep25,,Eric
2025-07-03,14:47:13.629,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.21875,b80bbe1b-f7d7-434a-a432-2779d6a7e06a,1334000,7,1751568433629509358,1751568433629509358,,3,CME,ZN Sep25,,Eric
2025-07-03,14:56:47.143,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.21875,ee8254a5-a339-482d-ac0a-f129ecc1ef24,1334000,7,1751569007143944022,1751569007143944022,,3,CME,ZN Sep25,,Eric
2025-07-03,17:41:00.006,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.265625,1ce3510b-4347-4707-8b52-e283b11b9e13,1334000,7,1751578860006119057,1751578860006119057,,3,CME,ZN Sep25,,Eric
2025-07-03,17:41:57.338,1375333834396392980,Unknown_1375333834396392980,1,BUY,2.0,111.265625,f5368272-922e-4bee-8197-1ff0e433b2fb,1334000,7,1751578917338945331,1751578917338945331,,3,CME,ZN Sep25,,Eric
2025-07-03,18:27:01.561,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.234375,33f120f9-1c34-4508-a651-7a8172775e42,1334000,7,1751581621561507924,1751581621561507924,,3,CME,ZN Sep25,,Eric
2025-07-03,18:48:36.525,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.234375,e4716b30-fc6d-4269-8d94-7e99a6c7faa0,1334000,7,1751582916525376254,1751582916525376254,,3,CME,ZN Sep25,,Eric
2025-07-03,19:27:22.691,1375333834396392980,Unknown_1375333834396392980,2,SELL,727.0,111.21875,e26cf880-c539-434f-ac5a-263372fedb87,1334000,7,1751585242691599374,1751585242691599374,,2,CME,ZN Sep25,,Eric
2025-07-03,19:27:24.234,1375333834396392980,Unknown_1375333834396392980,2,SELL,44.0,111.21875,e26cf880-c539-434f-ac5a-263372fedb87,1334000,7,1751585244234730938,1751585244234730938,,2,CME,ZN Sep25,,Eric
2025-07-03,19:27:24.326,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.21875,e26cf880-c539-434f-ac5a-263372fedb87,1334000,7,1751585244326135047,1751585244326135047,,2,CME,ZN Sep25,,Eric
2025-07-04,11:08:26.706,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.359375,45d16498-4501-4d54-8d85-7ce1c03dc3af,1334000,7,1751641706706259570,1751641706706259570,,3,CME,ZN Sep25,,Eric
2025-07-04,15:22:58.723,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.359375,27e299cb-245c-4701-9d1e-661649471b67,1334000,7,1751656978723817027,1751656978723817027,,3,CME,ZN Sep25,,Eric
2025-07-04,15:23:23.349,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.359375,41ccb8b3-e9ab-4421-a5fe-6d18c78d6df6,1334000,7,1751657003349136775,1751657003349136775,,3,CME,ZN Sep25,,Eric
2025-07-04,15:24:53.725,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.359375,d4d9ed30-fed1-4dac-a853-4152928a9043,1334000,7,1751657093725840393,1751657093725840393,,3,CME,ZN Sep25,,Eric
2025-07-04,15:25:02.649,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.359375,ae8d5299-6533-4a02-8cf4-326e99676aa0,1334000,7,1751657102649359271,1751657102649359271,,3,CME,ZN Sep25,,Eric
2025-07-04,15:41:46.068,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.359375,2953fa2c-e0e3-4b72-9df7-ee12a9f7e9e2,1334000,7,1751658106068451690,1751658106068451690,,3,CME,ZN Sep25,,Eric
2025-07-05,15:45:47.957,1375333834396392980,Unknown_1375333834396392980,1,BUY,402.0,111.359375,50f8c397-8ce3-4306-b10d-ef1abc160dc2,1334000,7,1751744747957595948,1751744747957595948,,2,CME,ZN Sep25,,Eric
2025-07-05,15:45:47.957,1375333834396392980,Unknown_1375333834396392980,1,BUY,575.0,111.375,50f8c397-8ce3-4306-b10d-ef1abc160dc2,1334000,7,1751744747957727618,1751744747957727618,,2,CME,ZN Sep25,,Eric
2025-07-05,15:45:47.957,1375333834396392980,Unknown_1375333834396392980,1,BUY,807.0,111.390625,50f8c397-8ce3-4306-b10d-ef1abc160dc2,1334000,7,1751744747957825985,1751744747957825985,,3,CME,ZN Sep25,,Eric
2025-07-05,16:15:44.934,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.34375,37000ea1-43f5-4f76-80b3-cd4cb2fb390f,1334000,7,1751746544934874873,1751746544934874873,,3,CME,ZN Sep25,,Eric
2025-07-05,16:16:01.379,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.359375,8fd9a8a9-3878-436e-8374-61bb2aa53d8d,1334000,7,1751746561379716794,1751746561379716794,,3,CME,ZN Sep25,,Eric
2025-07-05,17:44:17.086,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.359375,cdfdc0f1-6a06-4dbf-b6e8-fdac049aeba3,1334000,7,1751751857086012933,1751751857086012933,,3,CME,ZN Sep25,,Eric
2025-07-05,17:56:20.796,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.34375,8dcb3fcf-52b2-4235-acab-d7675bbddd53,1334000,7,1751752580796815464,1751752580796815464,,3,CME,ZN Sep25,,Eric
2025-07-05,18:13:09.715,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,111.359375,7185d08c-47ce-4e26-9d6f-6ffc2c81bcdf,1334000,7,1751753589715380040,1751753589715380040,,3,CME,ZN Sep25,,Eric
2025-07-07,12:46:23.023,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,110.984375,39319390-8cb7-4b64-9166-4c8e0ac9bbe1,1334000,7,1751906783023775284,1751906783023775284,,3,CME,ZN Sep25,,Eric
2025-07-07,12:59:56.101,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.0,a05d75fa-a398-43d9-93ab-af231dbba263,1334000,7,1751907596101251367,1751907596101251367,,3,CME,ZN Sep25,,Eric
2025-07-07,13:18:04.573,1375333834396392980,Unknown_1375333834396392980,2,SELL,1.0,111.015625,0c96c358-7ac0-4d45-8eca-f26cb3e098f1,1334000,7,1751908684573679897,1751908684573679897,,3,CME,ZN Sep25,,Eric
2025-07-07,14:29:38.150,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,110.953125,a19c9bd3-1a94-4ae6-989c-c6a7a03b4102,1334000,7,1751912978150058751,1751912978150058751,,3,CME,ZN Sep25,,Eric
2025-07-07,14:31:28.375,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,110.953125,16529529-d68e-408a-87f7-7339f760a0a6,1334000,7,1751913088375548089,1751913088375548089,,3,CME,ZN Sep25,,Eric
2025-07-07,14:53:09.377,1375333834396392980,Unknown_1375333834396392980,1,BUY,1.0,110.9375,a0f30dde-cacc-42ca-8a87-2a8bd0730f8e,1334000,7,1751914389377788586,1751914389377788586,,3,CME,ZN Sep25,,Eric
